7.98	0.21	1	0.0001	5000
7.9805	0.21	1	0.0001	5000
7.981	0.21	1	0.0001	5000
7.9815	0.21	1	0.0001	5000
7.982	0.21	1	0.0001	5000
7.9825	0.21	1	0.0001	5000
7.983	0.21	1	0.0001	5000
7.9835	0.21	1	0.0001	5000
7.984	0.21	1	0.0001	5000
7.9845	0.21	1	0.0001	5000
7.985	0.21	1	0.0001	5000
7.9855	0.21	1	0.0001	5000
7.986	0.21	1	0.0001	5000
7.9865	0.21	1	0.0001	5000
7.987	0.21	1	0.0001	5000
7.9875	0.21	1	0.0001	5000
7.988	0.21	1	0.0001	5000
7.9885	0.21	1	0.0001	5000
7.989	0.21	1	0.0001	5000
7.9895	0.21	1	0.0001	5000
7.99	0.21	1	0.0001	5000
7.9905	0.21	1	0.0001	5000
7.991	0.21	1	0.0001	5000
7.9915	0.21	1	0.0001	5000
7.992	0.21	1	0.0001	5000
7.98	0.215	1	0.0001	5000
7.9805	0.215	1	0.0001	5000
7.981	0.215	1	0.0001	5000
7.9815	0.215	1	0.0001	5000
7.982	0.215	1	0.0001	5000
7.9825	0.215	1	0.0001	5000
7.983	0.215	1	0.0001	5000
7.9835	0.215	1	0.0001	5000
7.984	0.215	1	0.0001	5000
7.9845	0.215	1	0.0001	5000
7.985	0.215	1	0.0001	5000
7.9855	0.215	1	0.0001	5000
7.986	0.215	1	0.0001	5000
7.9865	0.215	1	0.0001	5000
7.987	0.215	1	0.0001	5000
7.9875	0.215	1	0.0001	5000
7.988	0.215	1	0.0001	5000
7.9885	0.215	1	0.0001	5000
7.989	0.215	1	0.0001	5000
7.9895	0.215	1	0.0001	5000
7.99	0.215	1	0.0001	5000
7.9905	0.215	1	0.0001	5000
7.991	0.215	1	0.0001	5000
7.9915	0.215	1	0.0001	5000
7.992	0.215	1	0.0001	5000
7.98	0.22	1	0.0001	5000
7.9805	0.22	1	0.0001	5000
7.981	0.22	1	0.0001	5000
7.9815	0.22	1	0.0001	5000
7.982	0.22	1	0.0001	5000
7.9825	0.22	1	0.0001	5000
7.983	0.22	1	0.0001	5000
7.9835	0.22	1	0.0001	5000
7.984	0.22	1	0.0001	5000
7.9845	0.22	1	0.0001	5000
7.985	0.22	1	0.0001	5000
7.9855	0.22	1	0.0001	5000
7.986	0.22	1	0.0001	5000
7.9865	0.22	1	0.0001	5000
7.987	0.22	1	0.0001	5000
7.9875	0.22	1	0.0001	5000
7.988	0.22	1	0.0001	5000
7.9885	0.22	1	0.0001	5000
7.989	0.22	1	0.0001	5000
7.9895	0.22	1	0.0001	5000
7.99	0.22	1	0.0001	5000
7.9905	0.22	1	0.0001	5000
7.991	0.22	1	0.0001	5000
7.9915	0.22	1	0.0001	5000
7.992	0.22	1	0.0001	5000
7.98	0.225	1	0.0001	5000
7.9805	0.225	1	0.0001	5000
7.981	0.225	1	0.0001	5000
7.9815	0.225	1	0.0001	5000
7.982	0.225	1	0.0001	5000
7.9825	0.225	1	0.0001	5000
7.983	0.225	1	0.0001	5000
7.9835	0.225	1	0.0001	5000
7.984	0.225	1	0.0001	5000
7.9845	0.225	1	0.0001	5000
7.985	0.225	1	0.0001	5000
7.9855	0.225	1	0.0001	5000
