7.98	0.11	1	0.006	5000
7.981	0.11	1	0.006	5000
7.982	0.11	1	0.006	5000
7.983	0.11	1	0.006	5000
7.984	0.11	1	0.006	5000
7.985	0.11	1	0.006	5000
7.986	0.11	1	0.006	5000
7.987	0.11	1	0.006	5000
7.988	0.11	1	0.006	5000
7.989	0.11	1	0.006	5000
7.99	0.11	1	0.006	5000
7.991	0.11	1	0.006	5000
7.992	0.11	1	0.006	5000
7.993	0.11	1	0.006	5000
7.994	0.11	1	0.006	5000
7.995	0.11	1	0.006	5000
7.996	0.11	1	0.006	5000
7.997	0.11	1	0.006	5000
7.998	0.11	1	0.006	5000
7.999	0.11	1	0.006	5000
8	0.11	1	0.006	5000
8.001	0.11	1	0.006	5000
8.002	0.11	1	0.006	5000
8.003	0.11	1	0.006	5000
8.004	0.11	1	0.006	5000
8.005	0.11	1	0.006	5000
8.006	0.11	1	0.006	5000
8.007	0.11	1	0.006	5000
8.008	0.11	1	0.006	5000
8.009	0.11	1	0.006	5000
8.01	0.11	1	0.006	5000
7.98	0.12	1	0.006	5000
7.981	0.12	1	0.006	5000
7.982	0.12	1	0.006	5000
7.983	0.12	1	0.006	5000
7.984	0.12	1	0.006	5000
7.985	0.12	1	0.006	5000
7.986	0.12	1	0.006	5000
7.987	0.12	1	0.006	5000
7.988	0.12	1	0.006	5000
7.989	0.12	1	0.006	5000
7.99	0.12	1	0.006	5000
7.991	0.12	1	0.006	5000
7.992	0.12	1	0.006	5000
7.993	0.12	1	0.006	5000
7.994	0.12	1	0.006	5000
7.995	0.12	1	0.006	5000
7.996	0.12	1	0.006	5000
7.997	0.12	1	0.006	5000
7.998	0.12	1	0.006	5000
7.999	0.12	1	0.006	5000
8	0.12	1	0.006	5000
8.001	0.12	1	0.006	5000
8.002	0.12	1	0.006	5000
8.003	0.12	1	0.006	5000
8.004	0.12	1	0.006	5000
8.005	0.12	1	0.006	5000
8.006	0.12	1	0.006	5000
8.007	0.12	1	0.006	5000
8.008	0.12	1	0.006	5000
8.009	0.12	1	0.006	5000
8.01	0.12	1	0.006	5000
7.98	0.13	1	0.006	5000
7.981	0.13	1	0.006	5000
7.982	0.13	1	0.006	5000
7.983	0.13	1	0.006	5000
7.984	0.13	1	0.006	5000
7.985	0.13	1	0.006	5000
7.986	0.13	1	0.006	5000
7.987	0.13	1	0.006	5000
7.988	0.13	1	0.006	5000
7.989	0.13	1	0.006	5000
7.99	0.13	1	0.006	5000
7.991	0.13	1	0.006	5000
7.992	0.13	1	0.006	5000
7.993	0.13	1	0.006	5000
7.994	0.13	1	0.006	5000
7.995	0.13	1	0.006	5000
7.996	0.13	1	0.006	5000
7.997	0.13	1	0.006	5000
7.998	0.13	1	0.006	5000
7.999	0.13	1	0.006	5000
8	0.13	1	0.006	5000
8.001	0.13	1	0.006	5000
8.002	0.13	1	0.006	5000
8.003	0.13	1	0.006	5000
8.004	0.13	1	0.006	5000
8.005	0.13	1	0.006	5000
8.006	0.13	1	0.006	5000
8.007	0.13	1	0.006	5000
8.008	0.13	1	0.006	5000
8.009	0.13	1	0.006	5000
8.01	0.13	1	0.006	5000
7.98	0.14	1	0.006	5000
7.981	0.14	1	0.006	5000
7.982	0.14	1	0.006	5000
7.983	0.14	1	0.006	5000
7.984	0.14	1	0.006	5000
7.985	0.14	1	0.006	5000
7.986	0.14	1	0.006	5000
7.987	0.14	1	0.006	5000
7.988	0.14	1	0.006	5000
7.989	0.14	1	0.006	5000
7.99	0.14	1	0.006	5000
7.991	0.14	1	0.006	5000
7.992	0.14	1	0.006	5000
7.993	0.14	1	0.006	5000
7.994	0.14	1	0.006	5000
7.995	0.14	1	0.006	5000
7.996	0.14	1	0.006	5000
7.997	0.14	1	0.006	5000
7.998	0.14	1	0.006	5000
7.999	0.14	1	0.006	5000
8	0.14	1	0.006	5000
8.001	0.14	1	0.006	5000
8.002	0.14	1	0.006	5000
8.003	0.14	1	0.006	5000
8.004	0.14	1	0.006	5000
8.005	0.14	1	0.006	5000
8.006	0.14	1	0.006	5000
8.007	0.14	1	0.006	5000
8.008	0.14	1	0.006	5000
8.009	0.14	1	0.006	5000
8.01	0.14	1	0.006	5000
7.98	0.15	1	0.006	5000
7.981	0.15	1	0.006	5000
7.982	0.15	1	0.006	5000
7.983	0.15	1	0.006	5000
7.984	0.15	1	0.006	5000
7.985	0.15	1	0.006	5000
7.986	0.15	1	0.006	5000
7.987	0.15	1	0.006	5000
7.988	0.15	1	0.006	5000
7.989	0.15	1	0.006	5000
7.99	0.15	1	0.006	5000
7.991	0.15	1	0.006	5000
7.992	0.15	1	0.006	5000
7.993	0.15	1	0.006	5000
7.994	0.15	1	0.006	5000
7.995	0.15	1	0.006	5000
7.996	0.15	1	0.006	5000
7.997	0.15	1	0.006	5000
7.998	0.15	1	0.006	5000
7.999	0.15	1	0.006	5000
8	0.15	1	0.006	5000
8.001	0.15	1	0.006	5000
8.002	0.15	1	0.006	5000
8.003	0.15	1	0.006	5000
8.004	0.15	1	0.006	5000
8.005	0.15	1	0.006	5000
8.006	0.15	1	0.006	5000
8.007	0.15	1	0.006	5000
8.008	0.15	1	0.006	5000
8.009	0.15	1	0.006	5000
8.01	0.15	1	0.006	5000
7.98	0.11	1	0.007	5000
7.981	0.11	1	0.007	5000
7.982	0.11	1	0.007	5000
7.983	0.11	1	0.007	5000
7.984	0.11	1	0.007	5000
7.985	0.11	1	0.007	5000
7.986	0.11	1	0.007	5000
7.987	0.11	1	0.007	5000
7.988	0.11	1	0.007	5000
7.989	0.11	1	0.007	5000
7.99	0.11	1	0.007	5000
7.991	0.11	1	0.007	5000
7.992	0.11	1	0.007	5000
7.993	0.11	1	0.007	5000
7.994	0.11	1	0.007	5000
7.995	0.11	1	0.007	5000
7.996	0.11	1	0.007	5000
7.997	0.11	1	0.007	5000
7.998	0.11	1	0.007	5000
7.999	0.11	1	0.007	5000
8	0.11	1	0.007	5000
8.001	0.11	1	0.007	5000
8.002	0.11	1	0.007	5000
8.003	0.11	1	0.007	5000
8.004	0.11	1	0.007	5000
8.005	0.11	1	0.007	5000
8.006	0.11	1	0.007	5000
8.007	0.11	1	0.007	5000
8.008	0.11	1	0.007	5000
8.009	0.11	1	0.007	5000
8.01	0.11	1	0.007	5000
7.98	0.12	1	0.007	5000
7.981	0.12	1	0.007	5000
7.982	0.12	1	0.007	5000
7.983	0.12	1	0.007	5000
7.984	0.12	1	0.007	5000
7.985	0.12	1	0.007	5000
7.986	0.12	1	0.007	5000
7.987	0.12	1	0.007	5000
7.988	0.12	1	0.007	5000
7.989	0.12	1	0.007	5000
7.99	0.12	1	0.007	5000
7.991	0.12	1	0.007	5000
7.992	0.12	1	0.007	5000
7.993	0.12	1	0.007	5000
7.994	0.12	1	0.007	5000
7.995	0.12	1	0.007	5000
7.996	0.12	1	0.007	5000
7.997	0.12	1	0.007	5000
7.998	0.12	1	0.007	5000
7.999	0.12	1	0.007	5000
8	0.12	1	0.007	5000
8.001	0.12	1	0.007	5000
8.002	0.12	1	0.007	5000
8.003	0.12	1	0.007	5000
8.004	0.12	1	0.007	5000
8.005	0.12	1	0.007	5000
8.006	0.12	1	0.007	5000
8.007	0.12	1	0.007	5000
8.008	0.12	1	0.007	5000
8.009	0.12	1	0.007	5000
8.01	0.12	1	0.007	5000
7.98	0.13	1	0.007	5000
7.981	0.13	1	0.007	5000
7.982	0.13	1	0.007	5000
7.983	0.13	1	0.007	5000
7.984	0.13	1	0.007	5000
7.985	0.13	1	0.007	5000
7.986	0.13	1	0.007	5000
7.987	0.13	1	0.007	5000
7.988	0.13	1	0.007	5000
7.989	0.13	1	0.007	5000
7.99	0.13	1	0.007	5000
7.991	0.13	1	0.007	5000
7.992	0.13	1	0.007	5000
7.993	0.13	1	0.007	5000
7.994	0.13	1	0.007	5000
7.995	0.13	1	0.007	5000
7.996	0.13	1	0.007	5000
7.997	0.13	1	0.007	5000
7.998	0.13	1	0.007	5000
7.999	0.13	1	0.007	5000
8	0.13	1	0.007	5000
8.001	0.13	1	0.007	5000
8.002	0.13	1	0.007	5000
8.003	0.13	1	0.007	5000
8.004	0.13	1	0.007	5000
8.005	0.13	1	0.007	5000
8.006	0.13	1	0.007	5000
8.007	0.13	1	0.007	5000
8.008	0.13	1	0.007	5000
8.009	0.13	1	0.007	5000
8.01	0.13	1	0.007	5000
7.98	0.14	1	0.007	5000
7.981	0.14	1	0.007	5000
7.982	0.14	1	0.007	5000
7.983	0.14	1	0.007	5000
7.984	0.14	1	0.007	5000
7.985	0.14	1	0.007	5000
7.986	0.14	1	0.007	5000
7.987	0.14	1	0.007	5000
7.988	0.14	1	0.007	5000
7.989	0.14	1	0.007	5000
7.99	0.14	1	0.007	5000
7.991	0.14	1	0.007	5000
7.992	0.14	1	0.007	5000
7.993	0.14	1	0.007	5000
7.994	0.14	1	0.007	5000
7.995	0.14	1	0.007	5000
7.996	0.14	1	0.007	5000
7.997	0.14	1	0.007	5000
7.998	0.14	1	0.007	5000
7.999	0.14	1	0.007	5000
8	0.14	1	0.007	5000
8.001	0.14	1	0.007	5000
8.002	0.14	1	0.007	5000
8.003	0.14	1	0.007	5000
8.004	0.14	1	0.007	5000
8.005	0.14	1	0.007	5000
8.006	0.14	1	0.007	5000
8.007	0.14	1	0.007	5000
8.008	0.14	1	0.007	5000
8.009	0.14	1	0.007	5000
8.01	0.14	1	0.007	5000
7.98	0.15	1	0.007	5000
7.981	0.15	1	0.007	5000
7.982	0.15	1	0.007	5000
7.983	0.15	1	0.007	5000
7.984	0.15	1	0.007	5000
7.985	0.15	1	0.007	5000
7.986	0.15	1	0.007	5000
7.987	0.15	1	0.007	5000
7.988	0.15	1	0.007	5000
7.989	0.15	1	0.007	5000
7.99	0.15	1	0.007	5000
7.991	0.15	1	0.007	5000
7.992	0.15	1	0.007	5000
7.993	0.15	1	0.007	5000
7.994	0.15	1	0.007	5000
7.995	0.15	1	0.007	5000
7.996	0.15	1	0.007	5000
7.997	0.15	1	0.007	5000
7.998	0.15	1	0.007	5000
7.999	0.15	1	0.007	5000
8	0.15	1	0.007	5000
8.001	0.15	1	0.007	5000
8.002	0.15	1	0.007	5000
8.003	0.15	1	0.007	5000
8.004	0.15	1	0.007	5000
